datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Surface_Level_Barometric_Pressure_pascal,Rainfall_millimeterPerHour
2020-01-01 11:10:00,0,-0.441,96.261,46.546,100754.9,0
2020-01-01 11:20:00,0.836,-0.378,96.37,44.062,100746.9,0
2020-01-01 11:30:00,0.094,-0.19,96.539,85.566,100744.2,0
2020-01-01 11:40:00,0,0.222,96.562,169.29,100737.8,0
2020-01-01 11:50:00,0,0.521,95.561,120.934,100728.2,0
2020-01-01 12:00:00,0,0.756,95.062,189.334,100726.7,0
2020-01-01 12:10:00,0,1.113,94.671,202.002,100722.6,0
2020-01-01 12:20:00,0,1.475,94.197,214.368,100713.7,0
2020-01-01 12:30:00,0,2.124,92.459,222.021,100705.8,0
2020-01-01 12:40:00,0,2.365,91.25,227.026,100695.7,0
2020-01-01 12:50:00,0,2.253,91.1,225.83,100677.6,0.48
2020-01-01 13:00:00,0,2.639,90.36,224.638,100659.5,0
2020-01-01 13:10:00,2.028,3.776,85.314,233.047,100649.3,0
2020-01-01 13:20:00,4.628,4.434,81.03,233.623,100633.7,0
2020-01-01 13:30:00,5.777,4.556,80.085,228.643,100631.2,0
2020-01-01 13:40:00,7.482,4.48,79.794,222.175,100622.9,0
2020-01-01 13:50:00,7.372,4.46,79.506,211.467,100620.2,0
2020-01-01 14:00:00,5.955,4.153,80.706,197.576,100617.3,0
2020-01-01 14:10:00,7.24,3.911,81.123,167.35,100619.6,0
2020-01-01 14:20:00,5.494,3.453,82.239,53.115,100622.5,0
2020-01-01 14:30:00,3.673,2.816,85.232,45.456,100620.8,0
2020-01-01 14:40:00,3.808,2.7,85.814,43.014,100602.9,0
2020-01-01 14:50:00,2.888,2.448,87.04,39.139,100592.1,0
2020-01-01 15:00:00,2.417,1.948,88.619,35.163,100584.2,0
2020-01-01 15:10:00,1.053,1.571,90.066,30.269,100586,0
2020-01-01 15:20:00,0.099,1.152,91.581,25.824,100588.8,0
2020-01-01 15:30:00,0,0.831,92.836,22.941,100588,0
2020-01-01 15:40:00,0,0.523,93.991,20.339,100589.9,0
2020-01-01 15:50:00,0,0.261,94.829,17.705,100590.1,0
2020-01-01 16:00:00,0,0.032,95.298,14.587,100596.2,0
2020-01-01 16:10:00,0,-0.108,95.789,11.216,100607.6,0
2020-01-01 16:20:00,0,-0.265,96.025,7.953,100621.4,0
2020-01-01 16:30:00,0,-0.402,96.342,5.005,100622.3,0
2020-01-01 16:40:00,0,-0.596,96.539,2.409,100618.9,0
2020-01-01 16:50:00,0,-0.752,96.95,0.404,100618.5,0
2020-01-01 17:00:00,0,-0.869,97.339,0,100621.5,0
2020-01-01 17:10:00,0,-1.003,97.41,0,100618.5,0
2020-01-01 17:20:00,0,-1.056,97.575,0,100621.2,0
2020-01-01 17:30:00,0,-1.131,97.584,0,100617.1,0
2020-01-01 17:40:00,0,-1.277,97.606,0,100621.3,0
2020-01-01 17:50:00,0,-1.352,97.638,0,100616.7,0
2020-01-01 18:00:00,0,-1.424,97.69,0,100609.2,0
2020-01-01 18:10:00,0,-1.496,97.88,0,100618.4,0
2020-01-01 18:20:00,0,-1.587,97.874,0,100618.5,0
2020-01-01 18:30:00,0,-1.745,97.794,0,100620,0
2020-01-01 18:40:00,0,-1.825,97.839,0,100625.6,0
2020-01-01 18:50:00,0,-1.959,97.677,0,100624.3,0
2020-01-01 19:00:00,0.485,-1.997,97.686,0,100627.3,0
2020-01-01 19:10:00,0,-2.019,97.717,0,100616,0
2020-01-01 19:20:00,0.21,-2.209,97.593,0,100616.4,0
2020-01-01 19:30:00,0.196,-2.294,97.506,0,100614.7,0
2020-01-01 19:40:00,0.394,-2.378,97.479,0,100612.2,0
2020-01-01 19:50:00,0.025,-2.415,97.489,0,100617,0
2020-01-01 20:00:00,0,-2.507,97.549,0,100619.2,0
2020-01-01 20:10:00,0.091,-2.584,97.469,0,100620.6,0
2020-01-01 20:20:00,0,-2.639,97.467,0,100611.6,0
2020-01-01 20:30:00,0,-2.755,97.584,0,100612.1,0
2020-01-01 20:40:00,0,-2.823,97.664,0,100611.8,0
2020-01-01 20:50:00,0,-2.903,97.754,0,100612,0
2020-01-01 21:00:00,0,-2.969,97.917,0.015,100612.6,0
2020-01-01 21:10:00,0.13,-2.91,98.019,0,100620.4,0
2020-01-01 21:20:00,0,-2.731,97.449,0,100626.7,0
2020-01-01 21:30:00,0,-2.552,97.466,0,100617.3,0
2020-01-01 21:40:00,0,-2.05,97.742,0,100611.2,0
2020-01-01 21:50:00,0.796,-1.743,97.77,3.512,100606.7,0
2020-01-01 22:00:00,0,-1.771,97.252,0,100596.9,0
2020-01-01 22:10:00,0,-1.697,97.317,0,100580.7,0
2020-01-01 22:20:00,0,-1.583,97.259,0,100568.7,0
2020-01-01 22:30:00,0,-1.471,97.517,0,100558.8,0
2020-01-01 22:40:00,1.216,-1.29,97.993,0.034,100558.1,0
2020-01-01 22:50:00,1.539,-1.225,97.961,0.006,100556.8,0
2020-01-01 23:00:00,0,-1.208,98.107,0,100555,0
2020-01-01 23:10:00,0.638,-1.148,98.266,0.008,100557.7,0
2020-01-01 23:20:00,2.003,-1.076,98.278,0.002,100557.1,0
2020-01-01 23:30:00,0.507,-1.052,98.289,0.002,100563.5,0
2020-01-01 23:40:00,1.823,-1.023,98.336,0.017,100569,0
2020-01-01 23:50:00,0,-1.001,98.383,0,100564.6,0
2020-01-02 00:00:00,0,-0.963,98.438,0,100547.6,0
2020-01-02 00:10:00,1.099,-0.935,98.42,0,100539.8,0
2020-01-02 00:20:00,0.603,-1.015,97.816,0,100530.3,0
2020-01-02 00:30:00,0,-1.023,97.075,0,100519.5,0
2020-01-02 00:40:00,0,-1.014,96.853,0,100525.3,0
2020-01-02 00:50:00,0,-0.984,96.711,0,100518.3,0
2020-01-02 01:00:00,0,-0.971,96.304,0,100511.2,0
2020-01-02 01:10:00,0.159,-0.955,96.049,0,100497.5,0
2020-01-02 01:20:00,5.518,-0.972,95.674,0.001,100485.2,0
2020-01-02 01:30:00,3.366,-1.027,95.335,0,100482.5,0
2020-01-02 01:40:00,0,-1.026,95.318,0,100475.4,0
2020-01-02 01:50:00,0,-0.982,95.422,0,100469.7,0
2020-01-02 02:00:00,0.64,-0.95,95.482,0,100471,0
2020-01-02 02:10:00,0.879,-0.934,95.507,0,100478.1,0
2020-01-02 02:20:00,2.292,-0.977,95.291,0,100479.9,0
2020-01-02 02:30:00,2.507,-1.05,94.678,0,100487.8,0
2020-01-02 02:40:00,3.441,-1.114,94.444,0,100487.6,0
2020-01-02 02:50:00,4.725,-1.18,94.468,0,100485.5,0
2020-01-02 03:00:00,4.158,-1.187,94.452,0,100490.7,0
2020-01-02 03:10:00,1.466,-1.227,94.208,0,100493.3,0
2020-01-02 03:20:00,0.312,-1.19,93.962,0,100492.4,0
2020-01-02 03:30:00,0,-1.134,93.849,0,100492.8,0
2020-01-02 03:40:00,0,-1.126,93.605,0,100490.2,0
2020-01-02 03:50:00,0,-1.093,93.626,0,100482.7,0
2020-01-02 04:00:00,0,-1.071,93.622,0,100480.7,0
2020-01-02 04:10:00,0,-1.016,93.661,0,100472.1,0
2020-01-02 04:20:00,0,-1.054,93.318,0,100454.3,0
2020-01-02 04:30:00,2.409,-1.002,93.535,0,100452.8,0
2020-01-02 04:40:00,1.672,-0.982,93.07,0,100438.7,0
2020-01-02 04:50:00,0.651,-0.894,93.357,0,100437,0
2020-01-02 05:00:00,0,-0.812,93.733,0,100429.1,0
2020-01-02 05:10:00,0,-0.768,94.515,0,100413.5,0
2020-01-02 05:20:00,0,-0.783,94.59,0,100404.5,0
2020-01-02 05:30:00,0,-0.788,94.337,0,100410.3,0
2020-01-02 05:40:00,0.011,-0.729,94.208,0,100404.5,0
2020-01-02 05:50:00,1.91,-0.695,94.413,0,100399.8,0
2020-01-02 06:00:00,4.652,-0.655,94.054,0,100411,0
2020-01-02 06:10:00,3.753,-0.702,93.673,0,100413,0
2020-01-02 06:20:00,2.845,-0.689,93.414,0,100404.4,0
2020-01-02 06:30:00,0,-0.662,93.337,0,100401.8,0
2020-01-02 06:40:00,0,-0.59,93.594,0,100407.5,0
2020-01-02 06:50:00,0,-0.617,93.06,0,100407.8,0
2020-01-02 07:00:00,0,-0.619,92.658,0,100402.6,0
2020-01-02 07:10:00,0,-0.54,93.054,0,100402.2,0
2020-01-02 07:20:00,1.327,-0.535,93.272,0,100399.4,0
2020-01-02 07:30:00,5.069,-0.638,92.658,0,100403.8,0
2020-01-02 07:40:00,5.17,-0.711,93.2,0,100407.7,0
2020-01-02 07:50:00,2.708,-0.748,93.525,0,100417.4,0
2020-01-02 08:00:00,0,-0.708,93.889,0,100428,0
2020-01-02 08:10:00,0,-0.727,93.408,0,100431.5,0
2020-01-02 08:20:00,0,-0.715,93.756,0,100429.9,0
2020-01-02 08:30:00,0,-0.623,93.767,0,100434.7,0
2020-01-02 08:40:00,0,-0.617,93.599,0.195,100433.3,0
2020-01-02 08:50:00,0,-0.599,94.065,2.015,100424.7,0
2020-01-02 09:00:00,0,-0.561,94.037,4.824,100427.6,0
2020-01-02 09:10:00,0,-0.467,93.736,8.019,100431.7,0
2020-01-02 09:20:00,0,-0.345,93.487,14.542,100429,0
2020-01-02 09:30:00,0,-0.248,93.256,23.034,100428.7,0
2020-01-02 09:40:00,0,-0.163,92.126,29.806,100446.3,0
2020-01-02 09:50:00,0,-0.117,91.877,32.267,100457,0
2020-01-02 10:00:00,0,-0.122,91.756,32.67,100459.4,0
2020-01-02 10:10:00,0.528,-0.058,92.029,40.107,100467.6,0
2020-01-02 10:20:00,5.423,-0.005,91.426,43.037,100467.7,0
2020-01-02 10:30:00,5.242,0.077,90.841,51.228,100474.4,0
2020-01-02 10:40:00,4.9,0.18,90.156,52.47,100487.1,0
2020-01-02 10:50:00,5.299,0.228,89.843,50.773,100490.9,0
2020-01-02 11:00:00,5.827,0.17,89.932,56.862,100490.6,0
2020-01-02 11:10:00,6.795,0.133,90.011,59.942,100486.9,0
2020-01-02 11:20:00,6.606,0.132,90.056,71.535,100475.6,0
2020-01-02 11:30:00,7.189,0.084,90.545,73.492,100467.7,0
2020-01-02 11:40:00,7.646,0.034,90.864,79.336,100461.7,0
2020-01-02 11:50:00,7.39,0.143,91.13,79.113,100458.6,0
2020-01-02 12:00:00,7.686,0.09,91.606,78.826,100456.9,0
2020-01-02 12:10:00,7.267,0.032,91.923,83.295,100450.1,0
2020-01-02 12:20:00,6.383,0.101,92.081,89.357,100431.9,0
2020-01-02 12:30:00,6.997,0.179,91.964,81.961,100422.4,0
2020-01-02 12:40:00,6.914,0.183,92.042,83.503,100411.2,0
2020-01-02 12:50:00,6.1,0.227,92.426,83.152,100403.4,0
2020-01-02 13:00:00,7.347,0.335,92.379,88.243,100393.5,0
2020-01-02 13:10:00,6.422,0.42,91.975,92.904,100381.3,0
2020-01-02 13:20:00,6.235,0.471,91.667,84.086,100370.2,0
2020-01-02 13:30:00,4.355,0.537,91.947,72.062,100358.5,0
2020-01-02 13:40:00,3.997,0.593,91.763,69.644,100339,0
2020-01-02 13:50:00,4.815,0.681,91.669,73.013,100322.9,0
2020-01-02 14:00:00,3.157,0.781,91.23,75.675,100305.7,0
2020-01-02 14:10:00,0.067,1.004,90.655,80.98,100294.1,0
2020-01-02 14:20:00,0,1.189,90.133,75.672,100289.1,0
2020-01-02 14:30:00,0,1.297,89.762,70.385,100287.5,0
2020-01-02 14:40:00,0,1.385,89.744,69.32,100283.7,0
2020-01-02 14:50:00,0,1.484,89.127,67.044,100273.5,0
2020-01-02 15:00:00,0,1.685,89.157,61.343,100265.3,0
2020-01-02 15:10:00,0,1.805,89.148,56.685,100258.5,0
2020-01-02 15:20:00,0,1.741,89.339,47.967,100239.5,0
2020-01-02 15:30:00,0,1.732,89.604,46.338,100238.7,0
2020-01-02 15:40:00,0,1.776,89.737,42.799,100233.3,0
2020-01-02 15:50:00,0,1.723,89.694,32.274,100230.3,0
2020-01-02 16:00:00,0,1.47,90.864,19.413,100217.1,0
2020-01-02 16:10:00,0,1.099,92.237,8.215,100205.4,0
2020-01-02 16:20:00,0,0.748,93.478,6.031,100197.4,0
2020-01-02 16:30:00,0,0.633,93.934,6.149,100200.2,0
2020-01-02 16:40:00,0,0.521,94.142,3.327,100208.6,0
2020-01-02 16:50:00,0,0.565,94.829,1.959,100213.5,0
2020-01-02 17:00:00,5.435,0.574,94.386,0.876,100211.3,0
2020-01-02 17:10:00,5.329,0.41,94.984,0.216,100214,0
2020-01-02 17:20:00,3.522,0.348,95.562,0,100216.1,0
2020-01-02 17:30:00,2.429,0.343,95.908,0,100212.7,0
2020-01-02 17:40:00,0,0.375,95.987,0,100209.5,0
2020-01-02 17:50:00,0,0.421,96.206,0,100208.4,0
2020-01-02 18:00:00,0,0.448,96.616,0,100197.6,0
2020-01-02 18:10:00,0,0.457,96.733,0,100192.6,0
2020-01-02 18:20:00,0,0.504,96.748,0,100197.4,0
2020-01-02 18:30:00,0,0.542,96.839,0,100196.6,0
2020-01-02 18:40:00,0,0.595,97.014,0,100196,0
2020-01-02 18:50:00,0,0.638,96.882,0,100197.4,0
2020-01-02 19:00:00,0,0.638,96.726,0,100202,0
2020-01-02 19:10:00,0,0.701,96.84,0,100200.6,0
2020-01-02 19:20:00,0,0.738,96.889,0,100199.5,0
2020-01-02 19:30:00,0,0.724,96.89,0,100201.7,0
2020-01-02 19:40:00,0,0.701,96.735,0,100194.3,0
2020-01-02 19:50:00,0,0.776,96.816,0,100191.3,0
2020-01-02 20:00:00,0,0.791,96.638,0,100189.8,0.96
2020-01-02 20:10:00,0,0.802,96.791,0,100183.8,0.96
2020-01-02 20:20:00,0,0.792,96.793,0,100178.9,0
2020-01-02 20:30:00,0,0.798,96.855,0,100171.4,0
2020-01-02 20:40:00,0,0.817,96.876,0,100169.7,0
2020-01-02 20:50:00,0,0.83,96.911,0,100167.8,0.96
2020-01-02 21:00:00,0,0.85,96.987,0,100165.5,0
2020-01-02 21:10:00,0,0.838,96.975,0,100163.7,0
2020-01-02 21:20:00,0,0.806,96.916,0,100162,0
2020-01-02 21:30:00,0,0.825,96.999,0.001,100155.9,0
2020-01-02 21:40:00,0,0.831,96.919,0,100151.6,0
2020-01-02 21:50:00,0,0.838,96.943,0,100150.4,0
2020-01-02 22:00:00,0,0.833,96.955,0,100142.1,0
2020-01-02 22:10:00,0,0.823,96.882,0,100138.3,0
2020-01-02 22:20:00,0,0.862,97.017,0,100143.5,0
2020-01-02 22:30:00,0,0.913,97.219,0,100144,0.96
2020-01-02 22:40:00,0,0.923,97.283,0,100133.5,0
2020-01-02 22:50:00,0,0.995,97.537,0,100127.6,0
2020-01-02 23:00:00,0,0.99,97.324,0,100117.4,0
2020-01-02 23:10:00,0,0.996,97.257,0,100106.2,0
2020-01-02 23:20:00,0,1.02,97.454,0,100105.1,0
2020-01-02 23:30:00,0,1.049,97.607,0,100103.5,0
2020-01-02 23:40:00,0,1.063,97.526,0,100099.3,0
2020-01-02 23:50:00,0,1.119,97.598,0,100096.8,0
2020-01-03 00:00:00,0,1.151,97.614,0,100093.6,0
2020-01-03 00:10:00,0,1.145,97.648,0,100077.7,0.48
2020-01-03 00:20:00,0,1.208,97.885,0,100067.5,0
2020-01-03 00:30:00,0,1.241,97.82,0,100058.1,0
2020-01-03 00:40:00,0,1.255,97.801,0,100053.6,0
2020-01-03 00:50:00,0.029,1.325,97.96,0,100051.6,0
2020-01-03 01:00:00,0.825,1.385,98.026,0,100035,0
2020-01-03 01:10:00,0,1.406,98.043,0,100021,0
2020-01-03 01:20:00,0,1.475,98.109,0,100027.8,0.96
2020-01-03 01:30:00,0.154,1.546,98.113,0,100008.8,0
2020-01-03 01:40:00,0.017,1.605,98.298,0,99997,0
2020-01-03 01:50:00,1.112,1.636,98.209,0,99984.2,0
2020-01-03 02:00:00,0.397,1.676,98.302,0,99974,0
2020-01-03 02:10:00,0,1.778,98.373,0,99958.6,0
2020-01-03 02:20:00,0,1.861,98.475,0,99951.5,0
2020-01-03 02:30:00,0,1.892,98.335,0,99949.4,0
2020-01-03 02:40:00,0,1.964,98.526,0,99945.6,0
2020-01-03 02:50:00,0,2.073,98.616,0,99943.1,0
2020-01-03 03:00:00,0,2.119,98.449,0,99929.4,0
2020-01-03 03:10:00,0,2.158,98.553,0,99918.7,0
2020-01-03 03:20:00,0,2.204,98.514,0,99919,0
2020-01-03 03:30:00,0,2.221,98.548,0,99907.3,0
2020-01-03 03:40:00,0,2.259,98.604,0,99904.2,0
2020-01-03 03:50:00,0,2.284,98.57,0,99914.2,0
2020-01-03 04:00:00,0,2.231,98.48,0,99902.5,0
2020-01-03 04:10:00,0.416,2.312,98.666,0,99886.1,0
2020-01-03 04:20:00,1.867,2.31,98.559,0,99871.6,0
2020-01-03 04:30:00,1.553,2.302,98.574,0,99872,0
2020-01-03 04:40:00,0.44,2.335,98.616,0,99872.4,0
2020-01-03 04:50:00,1.907,2.294,98.439,0,99863,0
2020-01-03 05:00:00,1.871,2.315,98.606,0,99856,0
2020-01-03 05:10:00,0.026,2.333,98.535,0,99852.9,0
2020-01-03 05:20:00,0,2.344,98.506,0,99847.4,0
2020-01-03 05:30:00,3.943,2.899,98.968,0.31,99839.7,0
2020-01-03 05:40:00,4.49,4.15,94.245,0.488,99841.3,0
2020-01-03 05:50:00,5.079,4.149,92.961,0.118,99831.8,0
2020-01-03 06:00:00,2.754,4.42,91.299,0.131,99836.6,0
2020-01-03 06:10:00,4.472,4.485,92.183,0.321,99826,0
2020-01-03 06:20:00,4.758,4.908,89.548,0.229,99811,0
2020-01-03 06:30:00,3.361,3.637,94.265,0,99806.1,0
2020-01-03 06:40:00,0.824,3.347,96.556,0,99804.9,0
2020-01-03 06:50:00,2.115,3.357,96.96,0,99802,0
2020-01-03 07:00:00,0.248,3.147,97.217,0,99794.4,0
2020-01-03 07:10:00,1.25,3.086,97.652,0,99800.4,0
2020-01-03 07:20:00,1.209,3.061,97.915,0,99786,0
2020-01-03 07:30:00,1.681,3.174,98.176,0,99776.1,0
2020-01-03 07:40:00,1.675,3.32,98.197,0.028,99772.1,0
2020-01-03 07:50:00,2.69,3.728,97.484,0.353,99782.2,0
2020-01-03 08:00:00,2.52,3.917,95.925,0.176,99788.5,0
2020-01-03 08:10:00,5.158,4.164,96.462,0.132,99781.8,0
2020-01-03 08:20:00,6.428,5.651,88.973,0.804,99781.8,0
2020-01-03 08:30:00,9.263,5.891,87.188,1.454,99784.6,0
2020-01-03 08:40:00,8.967,5.934,86.792,2.406,99789.1,0
2020-01-03 08:50:00,8.002,5.956,86.587,2.974,99791.5,0
2020-01-03 09:00:00,11.418,5.896,86.628,4.916,99790.6,0
2020-01-03 09:10:00,7.871,5.966,86.472,6.167,99802.6,0
2020-01-03 09:20:00,6.952,6.026,86.205,7.347,99805.6,0
2020-01-03 09:30:00,6.571,6.047,86.149,8.15,99800.7,0
2020-01-03 09:40:00,4.716,6.046,86.328,10.837,99800.2,0
2020-01-03 09:50:00,6.789,6.173,85.811,19.298,99793.9,0
2020-01-03 10:00:00,4.872,6.129,86.323,40.362,99787,0
2020-01-03 10:10:00,2.108,6.175,86.68,22.086,99802.1,0
2020-01-03 10:20:00,0,5.633,91.115,19.02,99804.5,0
2020-01-03 10:30:00,0,5.414,93.304,54.652,99803.9,0
2020-01-03 10:40:00,0,5.586,93.094,42.189,99815.9,0
2020-01-03 10:50:00,3.823,6.084,89.011,44.309,99804.9,0
2020-01-03 11:00:00,4.42,6.782,84.062,94.211,99803.5,0
2020-01-03 11:10:00,8.726,7.013,82.469,37.07,99809,0
2020-01-03 11:20:00,7.288,6.988,82.882,33.056,99809.2,0
2020-01-03 11:30:00,6.212,7.091,82.241,36.959,99801.1,0
2020-01-03 11:40:00,6.978,7.19,81.933,41.661,99792.1,0
2020-01-03 11:50:00,4.709,7.214,82.049,30.053,99783.4,0
2020-01-03 12:00:00,4.052,7.154,82.606,20.935,99779.8,0
2020-01-03 12:10:00,2.744,7.224,82.288,21.835,99772.1,0
2020-01-03 12:20:00,1.709,7.045,84.194,27.808,99760.9,0
2020-01-03 12:30:00,4.972,7.248,83.203,24.393,99760.8,0
2020-01-03 12:40:00,5.201,6.898,87.524,29.701,99748.1,1.44
2020-01-03 12:50:00,1.819,6.457,91.723,20.001,99734.8,1.92
2020-01-03 13:00:00,2.81,6.272,93.348,16.489,99732,1.44
2020-01-03 13:10:00,3.524,6.361,92.877,15.529,99736.3,1.44
2020-01-03 13:20:00,0.673,6.184,94.878,11.249,99738,0.48
2020-01-03 13:30:00,1.545,6.163,95.729,13.448,99735.5,1.92
2020-01-03 13:40:00,0.719,6.168,96.202,10.866,99728.6,0.48
2020-01-03 13:50:00,2.239,6.213,96.623,12.057,99722.6,1.44
2020-01-03 14:00:00,4.872,6.751,94.467,15.059,99712.7,0.48
2020-01-03 14:10:00,5.082,6.984,93.221,14.741,99711.8,0.48
2020-01-03 14:20:00,7.156,7.112,92.534,15.296,99706.4,0.48
2020-01-03 14:30:00,8.633,7.227,92.15,17.748,99707.4,0
2020-01-03 14:40:00,4.717,7.224,92.418,13.34,99709.5,0
2020-01-03 14:50:00,4.907,7.246,92.459,13.729,99712,0
2020-01-03 15:00:00,7.294,7.362,91.807,12.21,99710.6,0
2020-01-03 15:10:00,5.688,7.421,91.585,12.467,99721.7,0
2020-01-03 15:20:00,3.1,7.418,91.959,10.991,99730.3,0
2020-01-03 15:30:00,3.08,7.323,92.92,7.465,99737.1,0
2020-01-03 15:40:00,4.699,7.186,93.71,7.652,99744.2,0
2020-01-03 15:50:00,4.824,7.357,92.663,4.842,99757.3,0.48
2020-01-03 16:00:00,4.133,7.28,93.204,3.465,99768.9,0
2020-01-03 16:10:00,1.877,6.952,95.499,3.021,99783.5,0.48
2020-01-03 16:20:00,7.092,7.225,93.706,2.151,99790.7,0.96
2020-01-03 16:30:00,5.35,7.271,93.066,1.533,99790.2,0
2020-01-03 16:40:00,6.505,7.335,92.594,1.181,99791.1,0.48
2020-01-03 16:50:00,5.304,7.417,92.158,0.647,99800.3,0
2020-01-03 17:00:00,6.055,7.41,92.334,0.126,99804.9,0
2020-01-03 17:10:00,7.914,7.515,91.747,0.185,99805.6,0.48
2020-01-03 17:20:00,6.926,7.594,91.441,0.309,99812.6,0
2020-01-03 17:30:00,5.643,7.643,91.28,0.364,99818.8,0
2020-01-03 17:40:00,4.601,7.708,91.167,0.437,99829.3,0
2020-01-03 17:50:00,4.29,7.443,92.907,0.029,99836,0
2020-01-03 18:00:00,3.611,7.379,93.696,0,99842,0
2020-01-03 18:10:00,4.998,7.346,94.092,0,99858.7,0.48
2020-01-03 18:20:00,3.677,7.288,94.454,0,99864.5,0
2020-01-03 18:30:00,2.623,7.036,95.842,0.024,99863,0.48
2020-01-03 18:40:00,4.549,7.254,95.35,0,99869.5,0
