wind_speed,swr,Kw,turb_param/k_min,par_id
5.7774,8.8891,8.7385,0.0030692,p0083
7.6204,5.3972,6.0266,0.0053946,p0084
2.8223,2.5142,3.3749,6.7516e-08,p0085
1.3789,1.9811,6.7911,0.005023,p0086
7.8511,5.4191,7.9016,0.089906,p0087
2.3664,5.6587,9.379,0.0010625,p0088
2.1556,0.66283,8.1692,3.2678e-08,p0089
9.7424,7.2108,1.7598,1.8796e-05,p0090
8.8551,3.9078,4.7345,2.6315e-07,p0091
2.1022,2.964,0.74909,0.00013048,p0092
9.5432,8.2853,8.7133,3.3856e-05,p0093
1.9296,7.5946,7.2849,6.8777e-10,p0094
2.3933,5.2978,4.658,9.6949e-05,p0095
3.4839,8.8026,4.2977,0.00072854,p0096
8.4941,0.82808,3.4835,3.8343e-09,p0097
2.6991,9.9658,7.6413,0.00097986,p0098
6.45,9.4738,4.0718,3.3152e-08,p0099
8.6896,4.9708,3.6471,1.7584e-07,p0100
6.0523,6.3711,9.2999,3.4195e-06,p0101
6.0998,3.4161,4.0907,0.0025638,p0102
6.911,1.5617,2.5238,0.042531,p0103
9.1574,0.18331,3.4925,0.00019588,p0104
2.6715,8.971,4.8243,5.5403e-10,p0105
6.2621,7.8433,8.4939,0.00127,p0106
0.28768,9.9447,1.9007,1.592e-06,p0107
4.5279,5.1104,4.6159,1.1719e-06,p0108
6.8669,5.3102,1.0926,0.00010757,p0109
2.0012,5.5015,0.95378,0.21436,p0110
4.5473,2.9164,2.5751,3.6013e-09,p0111
8.0918,0.31093,0.10466,8.0528e-09,p0112
6.7978,8.5119,2.9979,0.0036138,p0113
7.5671,8.6282,1.7414,2.264e-06,p0114
0.71617,4.1562,4.386,0.0069105,p0115
1.6076,8.6144,3.9962,0.00016128,p0116
3.8953,2.3847,4.2811,0.018788,p0117
2.6064,9.8298,0.88812,0.015383,p0118
0.37669,9.894,7.3904,0.0042372,p0119
9.6601,0.63224,5.0931,1.0549e-05,p0120
6.507,5.0803,4.1326,0.00032807,p0121
8.3009,8.1253,4.5565,2.588e-08,p0122
6.9545,1.3019,2.0172,0.0063413,p0123
5.6926,3.0483,2.0399,9.8184e-06,p0124
5.3974,4.4567,0.63388,1.8837e-07,p0125
7.4134,3.1028,7.3361,6.7432e-06,p0126
4.7005,8.181,4.5996,7.8456e-05,p0127
9.0379,2.9294,7.8759,0.00058033,p0128
6.0742,9.6657,7.9179,0.37681,p0129
0.64442,1.1613,9.7872,0.00023294,p0130
9.0197,5.5555,5.4607,0.0002349,p0131
0.6037,6.6861,2.0937,0.0016908,p0132
3.198,9.2694,2.1408,8.7924e-07,p0133
0.23147,4.9205,4.5218,9.2134e-08,p0134
1.9209,8.8504,2.9717,1.6447e-08,p0135
1.1489,6.2905,0.47441,9.5462e-09,p0136
4.1174,7.2943,9.2106,0.18983,p0137
6.4225,8.9574,0.20585,0.046306,p0138
6.2004,3.6934,7.1017,4.3247e-08,p0139
7.516,8.5402,3.7817,1.4992e-05,p0140
9.2654,0.4991,1.5459,0.0040415,p0141
3.222,0.079047,7.5093,5.2227e-07,p0142
6.8995,9.3697,6.9679,3.3961e-07,p0143
3.7786,4.425,4.4843,0.00082718,p0144
1.4805,8.0129,6.8847,1.4577e-09,p0145
7.1588,7.8756,1.5619,1.6837e-09,p0146
4.8487,4.0511,5.0465,0.027336,p0147
3.6298,5.3432,8.4439,0.00028293,p0148
4.9752,6.8582,2.8,0.00094661,p0149
2.769,2.8881,3.356,0.0019867,p0150
7.5899,5.7708,6.6769,7.9258e-07,p0151
4.6268,3.9765,7.4724,0.23942,p0152
5.4733,9.184,7.1578,0.058001,p0153
8.9305,1.5776,4.11,0.14138,p0154
9.3193,8.0814,6.4495,0.00026303,p0155
9.5867,2.1322,5.31,8.6001e-07,p0156
8.1544,2.3625,6.4977,8.5673e-08,p0157
2.7263,1.2224,1.9121,9.5775e-10,p0158
4.7207,4.1404,1.024,1.1313e-05,p0159
8.9156,5.6805,1.8229,6.0458e-07,p0160
0.69382,7.5455,3.5079,0.032505,p0161
0.041845,9.6331,4.323,0.00090407,p0162
1.1331,5.8771,2.3703,0.26443,p0163
1.4969,9.9026,5.1169,5.4731e-07,p0164
7.8303,5.3834,4.0532,0.0013626,p0165
0.98473,2.3951,8.8833,0.087533,p0166
9.2855,5.7004,1.0821,2.5699e-07,p0167
7.465,9.7947,8.3335,0.00060416,p0168
4.9505,3.5749,7.2044,9.5559e-06,p0169
6.7041,1.0823,9.6656,2.0526e-09,p0170
6.2082,7.0468,6.5966,1.6146e-09,p0171
7.0169,8.3765,8.5431,4.3622e-09,p0172
5.2222,5.2487,8.2293,7.6229e-10,p0173
8.9804,6.9156,0.02685,1.112e-07,p0174
7.401,5.3572,5.5634,2.104e-06,p0175
9.0562,7.7249,5.4717,0.17401,p0176
8.8213,8.2243,0.91896,0.0076058,p0177
5.4208,6.8669,1.2894,0.0081496,p0178
6.3737,2.2116,4.4901,3.0153e-09,p0179
9.8503,5.1893,2.7254,1.2355e-09,p0180
4.7538,8.6718,3.7327,2.8355e-06,p0181
0.51929,9.3825,6.5155,0.45293,p0182
1.7992,5.9391,8.6886,2.8843e-07,p0183
5.9259,7.311,9.9462,0.030065,p0184
0.62653,2.4561,2.2027,0.012602,p0185
5.2021,5.5118,5.5125,4.7396e-06,p0186
0.91896,4.4031,9.7438,2.9178e-06,p0187
0.33512,4.6918,0.052852,0.00055644,p0188
2.9395,3.5212,7.0254,5.3075e-10,p0189
5.9152,0.55533,6.2561,0.48175,p0190
6.9261,9.071,5.149,1.6836e-07,p0191
5.6248,1.5209,7.1759,2.4004e-07,p0192
7.2176,8.2615,4.0428,1.9918e-07,p0193
5.7137,7.9799,7.0652,7.2426e-08,p0194
4.5697,1.721,4.3847,7.1422e-05,p0195
0.06818,7.9082,6.5643,0.032221,p0196
3.5903,8.865,1.4557,0.30051,p0197
5.3276,9.1096,2.6939,0.00017236,p0198
8.6467,4.171,7.7187,2.7374e-09,p0199
4.4394,4.9442,3.0797,0.0098228,p0200
6.3042,5.8374,8.9786,1.8272e-07,p0201
8.6786,8.0474,2.8525,2.8559e-09,p0202
1.9572,4.6289,6.3995,6.5986e-10,p0203
9.9491,8.936,3.1635,7.3269e-10,p0204
5.5539,9.0271,7.2558,0.00014611,p0205
5.4326,5.4385,8.5939,4.9102e-06,p0206
1.8461,1.1042,1.8868,0.00034957,p0207
1.32,3.2346,6.9486,9.119e-06,p0208
9.538,8.5486,0.18329,0.00037741,p0209
1.8122,0.19768,7.6551,2.1949e-09,p0210
7.5386,1.6788,8.3961,0.16293,p0211
1.5235,5.4717,8.4174,0.016172,p0212
1.1133,2.1232,3.3946,0.0028238,p0213
9.8702,0.93316,3.913,3.6306e-07,p0214
5.6011,2.9835,0.86066,1.5394e-07,p0215
5.0084,6.1166,4.7975,7.8381e-06,p0216
0.99887,2.6607,7.8406,6.9009e-09,p0217
9.6035,7.5046,1.1785,1.8472e-09,p0218
8.0668,6.9491,8.9489,0.00010054,p0219
8.5716,0.27341,6.9402,0.198,p0220
0.96202,6.7692,3.9706,0.0015839,p0221
4.9015,0.74967,7.9312,9.062e-09,p0222
7.1341,5.5954,0.69672,8.3222e-05,p0223
8.2551,7.0231,7.7714,2.0105e-06,p0224
8.7889,1.8076,6.6284,0.054036,p0225
2.9137,5.1435,3.0077,0.32367,p0226
1.1904,3.6058,9.0752,0.048886,p0227
7.9805,7.6156,8.01,2.288e-05,p0228
6.9696,4.8815,1.8565,4.2837e-05,p0229
2.6107,6.1839,6.922,3.8384e-07,p0230
9.9065,9.7469,1.8441,5.8449e-05,p0231
3.3052,0.40714,2.8314,0.00015275,p0232
4.0215,3.1436,6.1738,1.3226e-08,p0233
6.0164,1.4719,9.4727,2.6509e-09,p0234
5.0821,0.056632,7.4441,1.2261e-06,p0235
2.642,6.3423,3.2636,5.6993e-08,p0236
8.7617,3.7263,0.53772,0.13389,p0237
6.438,7.657,2.3919,4.5661e-05,p0238
6.8272,2.0647,3.6062,0.036187,p0239
2.5676,6.7362,4.9338,2.5469e-09,p0240
1.8711,5.058,5.3887,0.057147,p0241
4.6635,3.7454,6.5487,2.2602e-09,p0242
2.9723,9.4574,8.1985,0.014491,p0243
4.2422,7.1599,8.8395,0.30581,p0244
0.83124,6.525,0.24097,6.3781e-06,p0245
2.0122,1.6537,1.9306,0.17912,p0246
4.732,7.9902,7.5921,9.3727e-07,p0247
5.3818,4.4792,2.553,3.5277e-08,p0248
3.9331,2.3398,6.8366,8.7595e-05,p0249
9.128,1.0336,5.2272,0.010776,p0250
0.88635,0.78142,0.51444,2.7018e-08,p0251
9.7036,9.4336,8.0486,1.8298e-08,p0252
9.492,3.03,3.7148,3.0551e-08,p0253
4.0292,9.8411,2.1532,4.9938e-05,p0254
7.2658,6.3984,1.6608,0.14747,p0255
6.0327,3.1912,2.4435,1.1499e-05,p0256
4.4486,7.6331,1.0472,8.1954e-06,p0257
1.0483,2.4445,2.7747,5.959e-10,p0258
4.8057,8.7588,0.043387,6.7283e-07,p0259
0.42102,9.2049,5.6704,0.026329,p0260
5.2601,0.46858,7.0486,0.00024866,p0261
2.805,5.9947,9.4826,1.3536e-07,p0262
0.0112,6.4064,2.2441,5.4303e-09,p0263
7.5566,3.8561,2.2569,1.4514e-05,p0264
7.9988,7.7459,9.39,4.6768e-08,p0265
6.6213,4.7708,0.71557,0.008896,p0266
1.6564,7.441,1.3787,0.0001185,p0267
9.0855,6.2735,9.3193,0.00013448,p0268
3.166,7.8303,5.4922,7.922e-10,p0269
1.855,2.0685,8.5348,1.3391e-07,p0270
4.4067,7.0721,1.6353,5.1763e-08,p0271
1.0266,7.5681,1.794,1.0109e-07,p0272
9.8345,1.6106,0.30064,4.3521e-06,p0273
7.3281,6.5182,2.0591,3.2327e-09,p0274
1.6188,2.2792,1.493,3.1588e-06,p0275
9.37,9.0477,3.089,1.043e-06,p0276
8.2118,8.4639,0.56694,1.4537e-06,p0277
4.9055,4.4358,9.9817,0.0037984,p0278
2.2138,6.711,2.9637,8.5285e-10,p0279
8.9008,1.9905,9.5548,0.0020485,p0280
4.8265,7.3269,2.8825,4.6372e-07,p0281
7.3429,7.4629,8.7823,4.7933e-08,p0282
3.4068,3.3731,3.5339,1.3516e-06,p0283
8.6228,9.3148,5.9945,5.7423e-09,p0284
0.31432,1.9428,3.7604,4.1226e-07,p0285
0.73661,3.5417,5.4439,9.1043e-09,p0286
6.1689,9.2951,7.6629,6.0785e-09,p0287
0.94251,6.9735,7.5377,2.124e-05,p0288
6.6506,8.3194,2.4647,0.0059039,p0289
6.3845,4.7401,3.124,2.3653e-09,p0290
4.1286,3.7704,1.3325,4.695e-07,p0291
3.6759,9.8058,7.8048,1.1967e-07,p0292
9.8901,1.4085,8.5665,2.3945e-05,p0293
7.0432,9.7031,6.608,1.3116e-06,p0294
9.7975,5.1621,2.8913,0.10492,p0295
5.0855,0.82968,4.5848,3.2693e-07,p0296
5.7893,3.2725,9.2516,0.001511,p0297
0.57507,5.9801,0.8436,0.11668,p0298
9.2267,7.7664,3.4227,2.1367e-07,p0299
1.7243,3.8879,5.3611,1.0516e-09,p0300
1.3475,6.7933,2.7445,0.00030508,p0301
1.6836,3.6508,9.8443,1.6887e-06,p0302
8.9889,1.1928,0.9991,1.8794e-08,p0303
1.2644,3.5051,6.7776,2.1756e-08,p0304
4.3437,4.5465,5.9408,0.11079,p0305
8.7437,7.8187,1.3228,3.2113e-07,p0306
0.39072,0.58669,5.5783,6.1756e-05,p0307
2.9641,1.761,1.6103,1.1397e-09,p0308
8.5877,3.3892,1.0559,0.00020744,p0309
1.4265,4.7974,4.2084,2.9401e-05,p0310
3.4922,3.3395,6.8685,0.0046263,p0311
5.8828,8.9961,8.2892,1.2511e-08,p0312
1.7328,7.4846,6.0504,0.12625,p0313
4.7726,2.579,4.9165,3.9815e-08,p0314
5.4522,4.2753,5.9823,0.0011084,p0315
0.53919,0.79935,8.1282,2.9831e-05,p0316
4.681,8.4193,6.8183,0.20828,p0317
8.6036,0.68129,3.9521,3.6841e-07,p0318
0.56355,0.95056,9.8763,0.02525,p0319
1.629,2.7632,4.1643,0.099048,p0320
0.49699,0.51718,8.7554,2.2748e-07,p0321
6.2437,7.9462,1.5758,0.00021794,p0322
0.30307,3.7491,8.9977,0.007132,p0323
9.9842,5.2256,5.8106,2.6527e-06,p0324
4.2679,7.5405,4.7674,0.0003959,p0325
5.6444,0.30347,9.6503,0.00018594,p0326
3.8407,3.7874,3.2421,0.0073651,p0327
0.89647,4.0751,2.2079,1.0028e-09,p0328
3.3574,7.7864,9.5053,0.0017945,p0329
0.20265,4.6058,8.0751,0.038938,p0330
7.2016,4.6541,1.7187,0.068894,p0331
1.3686,4.5949,6.7026,1.3452e-05,p0332
6.5381,9.0917,8.7634,0.16394,p0333
6.8522,1.7069,1.2019,4.7192e-05,p0334
1.3936,5.0149,9.0564,0.00020129,p0335
1.9747,7.2716,5.207,0.0014945,p0336
7.7804,5.1668,8.6621,1.4528e-07,p0337
3.8757,9.4829,0.26672,0.028423,p0338
9.3271,5.7858,3.7921,0.010239,p0339
5.1824,0.54199,9.5779,0.0021904,p0340
6.4991,3.2557,2.6686,4.0427e-09,p0341
6.6715,1.3532,2.9265,0.021431,p0342
0.75267,0.70377,3.3259,7.073e-07,p0343
6.3014,0.48655,7.3577,0.078645,p0344
9.9228,5.6298,2.2852,0.00074802,p0345
9.1165,5.4572,8.6181,0.017593,p0346
5.1635,2.6898,5.2555,0.0097481,p0347
8.1085,4.5848,4.2579,0.00018217,p0348
0.11294,6.7495,5.1296,3.3746e-06,p0349
3.0254,4.2954,0.66857,0.064797,p0350
3.9576,8.8229,7.9875,0.00086327,p0351
9.2597,3.2922,9.4067,0.00047234,p0352
4.3977,8.383,9.4263,0.34622,p0353
5.6097,1.5058,0.59338,8.7364e-10,p0354
0.21268,7.1393,2.9399,0.024153,p0355
7.785,1.2512,9.1191,7.5281e-09,p0356
8.5551,9.9839,4.345,0.013958,p0357
7.8137,4.8882,5.8273,0.40475,p0358
3.4022,6.6702,5.9178,0.43476,p0359
8.5258,2.5278,9.5928,0.0013216,p0360
6.4713,4.8088,7.3821,4.1007e-08,p0361
4.789,7.8927,5.1913,2.4537e-06,p0362
7.4916,0.8626,8.6286,1.4786e-09,p0363
5.7409,4.2556,6.3523,3.7767e-05,p0364
2.1224,0.99142,5.5311,4.6849e-09,p0365
7.6282,9.5644,7.4244,2.752e-07,p0366
9.6984,5.9154,8.8019,8.6925e-06,p0367
7.2523,9.414,7.2808,3.6664e-09,p0368
7.1731,7.0937,1.3924,0.0022599,p0369
4.213,3.4635,9.5378,0.00010368,p0370
5.2917,5.9609,4.6415,2.5047e-05,p0371
2.1916,1.4172,8.1062,1.1868e-09,p0372
3.1375,0.92127,9.3294,0.0010052,p0373
3.7948,9.1808,9.9682,0.0002982,p0374
2.4483,1.9548,8.2723,1.9355e-09,p0375
2.3722,2.3269,1.1606,1.7506e-09,p0376
4.51,0.88325,9.7074,5.8094e-09,p0377
2.169,9.534,2.1835,6.2932e-10,p0378
0.3681,2.1958,3.6438,0.0018971,p0379
2.3025,2.6684,6.2424,8.6485e-09,p0380
7.3191,6.3629,2.6207,7.5568e-06,p0381
0.65618,3.5539,1.985,0.00047784,p0382
5.8151,4.9478,2.8113,1.4249e-06,p0383
7.4354,0.03538,4.6721,0.073147,p0384
5.6747,8.5004,7.6201,1.5506e-05,p0385
9.6622,6.0052,8.1008,5.5461e-06,p0386
8.234,0.33443,6.1895,0.228,p0387
7.0745,2.8803,7.5735,2.1065e-07,p0388
3.6151,6.1757,6.1363,1.237e-05,p0389
8.0303,0.10495,7.1966,0.28002,p0390
6.0039,0.11699,2.3079,0.00044563,p0391
0.083298,0.70955,1.6933,4.8262e-09,p0392
2.2583,7.4449,5.6434,0.25393,p0393
4.9998,9.6143,6.3123,5.2196e-08,p0394
8.3527,6.8141,7.0056,0.26917,p0395
2.3183,2.293,6.4704,0.00071517,p0396
3.7448,6.066,0.97854,2.4397e-09,p0397
7.3735,3.9295,3.6775,1.4791e-08,p0398
1.9071,4.2365,9.6936,2.5589e-08,p0399
2.4166,4.0099,2.4968,1.0298e-08,p0400
5.1355,2.715,3.5627,1.5933e-07,p0401
3.8581,8.9044,4.9456,8.2023e-05,p0402
5.499,2.7922,4.7015,0.00012106,p0403
3.9088,1.3315,0.27636,5.6463e-07,p0404
7.6814,9.9252,6.6462,6.9884e-08,p0405
1.0821,1.3211,0.78453,1.6283e-06,p0406
7.2313,2.1815,5.0325,0.0033254,p0407
5.8511,5.2664,8.4665,0.051421,p0408
7.1203,8.712,6.729,5.3496e-05,p0409
6.7498,0.42009,7.1105,1.919e-08,p0410
1.2844,8.2644,1.5092,3.0272e-06,p0411
8.3631,1.911,9.0899,5.058e-07,p0412
4.1694,9.5811,6.5336,3.7297e-05,p0413
1.5397,5.8849,7.7265,0.00065005,p0414
8.1358,2.2509,2.6306,4.1937e-05,p0415
3.7108,4.0905,3.6934,0.00011353,p0416
3.2831,2.8439,0.90504,6.5507e-09,p0417
1.2104,8.1135,8.3162,1.5271e-06,p0418
7.744,6.0422,5.7006,1.2425e-07,p0419
8.8107,6.4286,6.2057,4.4099e-07,p0420
2.9933,0.37956,6.0765,0.0011866,p0421
5.2437,6.3131,4.0177,2.6743e-05,p0422
5.96,6.0546,0.80218,1.0236e-05,p0423
9.4687,1.5411,9.7618,1.7091e-08,p0424
6.9951,1.3766,3.8298,0.034917,p0425
3.6931,0.15413,4.5389,0.0027195,p0426
8.1927,1.6395,3.8793,0.093694,p0427
9.3516,9.3426,6.2977,0.00067651,p0428
4.9315,5.7348,8.4229,1.2191e-05,p0429
3.7528,2.7805,2.2912,1.4884e-07,p0430
9.191,9.8739,1.2343,0.023021,p0431
8.0443,2.4228,5.1725,2.0414e-05,p0432
9.064,8.1452,1.4472,5.177e-06,p0433
2.7664,8.0827,3.9456,1.0876e-07,p0434
5.1054,4.3711,0.15468,0.0032347,p0435
8.9587,1.8352,0.93186,5.7523e-10,p0436
6.3335,6.8972,9.6289,1.0765e-09,p0437
2.6555,7.1063,0.14004,7.109e-09,p0438
2.1404,3.6433,7.8596,4.9963e-06,p0439
6.7351,0.22688,3.2066,0.019761,p0440
2.3443,0.36358,4.7137,1.5875e-08,p0441
3.3672,3.8253,5.901,9.8113e-07,p0442
0.86027,8.5947,7.5606,4.3986e-06,p0443
8.0218,5.0934,4.8931,0.0030046,p0444
7.8954,3.3242,9.1755,9.3807e-08,p0445
2.4683,6.6535,8.9087,7.4311e-07,p0446
1.0952,2.5991,9.7367,6.9431e-05,p0447
5.5266,9.2225,0.58808,0.004368,p0448
3.6608,3.0115,9.9259,5.9374e-08,p0449
7.2904,4.7624,0.75023,5.5337e-08,p0450
5.7447,6.4941,1.1121,5.8696e-06,p0451
1.4421,1.5897,9.8347,0.017269,p0452
7.7159,3.4776,8.2026,1.1123e-08,p0453
5.3185,2.4914,1.6689,5.2472e-05,p0454
3.0976,7.9338,8.9254,0.013367,p0455
6.108,3.3609,1.3641,0.3681,p0456
4.1877,6.9284,0.32117,1.3588e-09,p0457
2.2826,7.012,5.0793,1.8097e-06,p0458
7.6863,5.8514,0.44078,6.5493e-05,p0459
2.2316,9.1498,7.7868,1.1556e-07,p0460
1.4628,3.1679,0.39366,0.0060029,p0461
0.68086,3.4449,6.1057,2.1212e-08,p0462
3.0449,2.0958,6.1547,0.0050529,p0463
5.511,2.2356,5.2999,1.1916e-08,p0464
2.8753,8.3516,3.9017,1.55e-08,p0465
8.7277,4.5292,6.4381,0.00026565,p0466
4.3638,2.4684,6.9844,7.0408e-07,p0467
3.4657,2.6328,2.4205,3.1957e-05,p0468
9.7629,2.626,5.6587,0.0065208,p0469
1.7542,0.62051,0.41289,0.00042217,p0470
3.5553,8.2126,0.6833,8.029e-07,p0471
7.0913,8.7402,6.7529,0.1031,p0472
3.317,1.8144,4.9734,5.1853e-10,p0473
6.8112,4.0413,0.22655,6.2366e-08,p0474
3.5368,1.2448,2.665,0.0085751,p0475
4.4935,6.5457,7.9708,1.6194e-05,p0476
3.1754,7.3725,9.1873,3.8739e-06,p0477
8.332,2.0386,1.9491,6.5286e-09,p0478
1.7035,1.2795,0.11643,1.0132e-06,p0479
2.541,8.5697,3.0491,3.6749e-08,p0480
7.9324,8.19,1.472,0.0092751,p0481
9.2052,6.5652,8.5073,7.774e-08,p0482
5.3493,9.6463,6.3264,2.3787e-06,p0483
9.5185,3.2261,7.4045,6.3694e-05,p0484
5.5664,1.7348,5.3261,3.0445e-07,p0485
3.2489,4.9889,3.1813,1.3284e-09,p0486
4.1504,2.0278,9.8909,0.0024455,p0487
6.6001,0.25086,8.3514,3.3883e-09,p0488
4.0533,7.703,7.1231,1.329e-05,p0489
3.116,4.0003,0.82632,1.1372e-06,p0490
8.319,4.4888,4.3586,1.0965e-06,p0491
4.2624,3.8433,5.7443,0.0011308,p0492
4.3727,3.6695,0.44959,0.12998,p0493
3.0485,4.3245,7.2381,9.9087e-08,p0494
0.26001,3.1167,4.4531,2.0668e-08,p0495
1.2398,2.9976,9.0363,1.963e-05,p0496
2.863,7.2473,5.8815,0.081299,p0497
8.4095,7.4082,0.36619,0.00031773,p0498
9.5748,5.718,6.4185,1.8515e-05,p0499
9.4285,9.6866,8.6517,0.00041511,p0500
