"Depth_meter","Water_Temperature_celsius","datetime"
0.2,23.9844140006352,2021-07-20 20:19:45
0.15,24.0272564757434,2021-07-20 20:19:45
0.1,24.0315562015596,2021-07-20 20:19:45
0.05,24.0450370592368,2021-07-20 20:19:45
0.3,23.2270005874372,2021-07-20 20:19:55
0.25,23.8377937547854,2021-07-20 20:19:55
0.2,23.8371576512453,2021-07-20 20:19:55
0.15,23.9151800410142,2021-07-20 20:19:55
0.1,23.9163986797768,2021-07-20 20:19:55
0.05,23.9149743680775,2021-07-20 20:19:55
0.3,23.1363730743327,2021-07-20 20:20:05
0.25,23.7006708309964,2021-07-20 20:20:05
0.2,23.7531990966016,2021-07-20 20:20:05
0.15,23.7859846496735,2021-07-20 20:20:05
0.1,23.7776969953894,2021-07-20 20:20:05
0.05,23.7762727928809,2021-07-20 20:20:05
0.3,23.0710566543619,2021-07-20 20:20:15
0.25,23.5854410762526,2021-07-20 20:20:15
0.2,23.6286102065209,2021-07-20 20:20:15
0.15,23.6788862535456,2021-07-20 20:20:15
0.1,23.6810483830831,2021-07-20 20:20:15
0.05,23.6512337987632,2021-07-20 20:20:15
0.3,22.9802954019202,2021-07-20 20:20:25
0.25,23.4626793872238,2021-07-20 20:20:25
0.2,23.4830653046805,2021-07-20 20:20:25
0.15,23.5574280743084,2021-07-20 20:20:25
0.1,23.54040237137,2021-07-20 20:20:25
0.05,23.5190454487471,2021-07-20 20:20:25
0.3,22.8815505564163,2021-07-20 20:20:35
0.25,23.3393207875409,2021-07-20 20:20:35
0.2,23.3867236119455,2021-07-20 20:20:35
0.15,23.4167152200718,2021-07-20 20:20:35
0.1,23.4235660491387,2021-07-20 20:20:35
0.05,23.4221540468162,2021-07-20 20:20:35
0.3,22.7772978575352,2021-07-20 20:20:45
0.25,23.2277816431558,2021-07-20 20:20:45
0.2,23.2943293311445,2021-07-20 20:20:45
0.15,23.2811553155979,2021-07-20 20:20:45
0.1,23.244767851182,2021-07-20 20:20:45
0.05,23.2658084430892,2021-07-20 20:20:45
0.3,22.7064337982322,2021-07-20 20:20:55
0.25,23.109310250339,2021-07-20 20:20:55
0.2,23.1267824590097,2021-07-20 20:20:55
0.15,23.1892981373601,2021-07-20 20:20:55
0.1,23.1793113520797,2021-07-20 20:20:55
0.05,23.1813834165675,2021-07-20 20:20:55
0.3,22.6196773803649,2021-07-20 20:21:05
0.25,22.9672204244839,2021-07-20 20:21:05
0.2,23.0032264033921,2021-07-20 20:21:05
0.15,23.0680089865704,2021-07-20 20:21:05
0.1,23.0726134284496,2021-07-20 20:21:05
0.05,23.0476254926289,2021-07-20 20:21:05
0.3,22.5174695809198,2021-07-20 20:21:15
0.25,22.8468181132412,2021-07-20 20:21:15
0.2,22.9125175830079,2021-07-20 20:21:15
0.15,22.9096025472701,2021-07-20 20:21:15
0.1,22.9176088007496,2021-07-20 20:21:15
0.05,22.8747158754383,2021-07-20 20:21:15
0.3,22.3946559617959,2021-07-20 20:21:25
0.25,22.7039421114139,2021-07-20 20:21:25
0.2,22.7800710962863,2021-07-20 20:21:25
0.15,22.786703510104,2021-07-20 20:21:25
0.1,22.7474255245376,2021-07-20 20:21:25
0.05,22.7174301811906,2021-07-20 20:21:25
0.3,22.2776250795605,2021-07-20 20:21:35
0.25,22.5762302400667,2021-07-20 20:21:35
0.2,22.6176561507781,2021-07-20 20:21:35
0.15,22.6664246133065,2021-07-20 20:21:35
0.1,22.6676642475595,2021-07-20 20:21:35
0.05,22.6604726462782,2021-07-20 20:21:35
0.3,22.1541179070983,2021-07-20 20:21:45
0.25,22.4406940730274,2021-07-20 20:21:45
0.2,22.5230309393373,2021-07-20 20:21:45
0.15,22.498995749002,2021-07-20 20:21:45
0.1,22.5392099489807,2021-07-20 20:21:45
0.05,22.5049857830883,2021-07-20 20:21:45
0.3,22.0137690433302,2021-07-20 20:21:55
0.25,22.3081225791653,2021-07-20 20:21:55
0.2,22.393329643039,2021-07-20 20:21:55
0.15,22.3990835650698,2021-07-20 20:21:55
0.1,22.3957249013325,2021-07-20 20:21:55
0.05,22.3925501728152,2021-07-20 20:21:55
0.3,21.8930667854202,2021-07-20 20:22:05
0.25,22.1869250485757,2021-07-20 20:22:05
0.2,22.2317383433652,2021-07-20 20:22:05
0.15,22.2886856092852,2021-07-20 20:22:05
0.1,22.2860480731307,2021-07-20 20:22:05
0.05,22.2821897457958,2021-07-20 20:22:05
0.3,21.7715255798061,2021-07-20 20:22:15
0.25,22.052819110915,2021-07-20 20:22:15
0.2,22.0543236285782,2021-07-20 20:22:15
0.15,22.1338203779216,2021-07-20 20:22:15
0.1,22.1592459120059,2021-07-20 20:22:15
0.05,22.1430152246173,2021-07-20 20:22:15
0.3,21.6421644530911,2021-07-20 20:22:25
0.25,21.9085203466561,2021-07-20 20:22:25
0.2,21.933310320135,2021-07-20 20:22:25
0.15,22.0192197209983,2021-07-20 20:22:25
0.1,22.0200264251656,2021-07-20 20:22:25
0.05,22.0208309801843,2021-07-20 20:22:25
0.3,21.5455085268499,2021-07-20 20:22:35
0.25,21.7125247018235,2021-07-20 20:22:35
0.2,21.7817865907814,2021-07-20 20:22:35
0.15,21.8928164783014,2021-07-20 20:22:35
0.1,21.8961727287955,2021-07-20 20:22:35
0.05,21.8666902892877,2021-07-20 20:22:35
0.3,21.4508828873935,2021-07-20 20:22:45
0.25,21.5986403150082,2021-07-20 20:22:45
0.2,21.6748577405128,2021-07-20 20:22:45
0.15,21.6896790888569,2021-07-20 20:22:45
0.1,21.7444188601779,2021-07-20 20:22:45
0.05,21.7460932826854,2021-07-20 20:22:45
0.3,21.3553544893417,2021-07-20 20:22:55
0.25,21.4783459238636,2021-07-20 20:22:55
0.2,21.54406088309,2021-07-20 20:22:55
0.15,21.585204414149,2021-07-20 20:22:55
0.1,21.5981199747351,2021-07-20 20:22:55
0.05,21.5656425534297,2021-07-20 20:22:55
0.3,21.1813969641212,2021-07-20 20:23:05
0.25,21.330664552826,2021-07-20 20:23:05
0.2,21.3648932600306,2021-07-20 20:23:05
0.15,21.455305264197,2021-07-20 20:23:05
0.1,21.4416100899891,2021-07-20 20:23:05
0.05,21.4372402245268,2021-07-20 20:23:05
0.3,21.0306808157135,2021-07-20 20:23:15
0.25,21.2029780577232,2021-07-20 20:23:15
0.2,21.2566880241142,2021-07-20 20:23:15
0.15,21.3547247799633,2021-07-20 20:23:15
0.1,21.3620927531414,2021-07-20 20:23:15
0.05,21.3577888957155,2021-07-20 20:23:15
0.3,20.8487340194129,2021-07-20 20:23:25
0.25,21.1781748346714,2021-07-20 20:23:25
0.2,21.1877699859142,2021-07-20 20:23:25
0.15,21.206200725054,2021-07-20 20:23:25
0.1,21.2070328131398,2021-07-20 20:23:25
0.05,21.1986152337965,2021-07-20 20:23:25
0.3,20.838138169505,2021-07-20 20:23:35
0.25,20.9118029050384,2021-07-20 20:23:35
0.2,20.9809325814409,2021-07-20 20:23:35
0.15,21.0629982712253,2021-07-20 20:23:35
0.1,20.9933923741859,2021-07-20 20:23:35
0.05,20.9763788041195,2021-07-20 20:23:35
0.3,20.674114925197,2021-07-20 20:23:45
0.25,20.8214984982768,2021-07-20 20:23:45
0.2,20.890880044259,2021-07-20 20:23:45
0.15,20.9545689040629,2021-07-20 20:23:45
0.1,20.9236719843453,2021-07-20 20:23:45
0.05,20.8959255009241,2021-07-20 20:23:45
0.3,20.585026902919,2021-07-20 20:23:55
0.25,20.678241281551,2021-07-20 20:23:55
0.2,20.7397166440298,2021-07-20 20:23:55
0.15,20.8052603597875,2021-07-20 20:23:55
0.1,20.8102549151439,2021-07-20 20:23:55
0.05,20.8092794417159,2021-07-20 20:23:55
0.3,20.4869195931854,2022-07-20 20:00:05
0.25,20.5556144824453,2022-07-20 20:00:05
0.2,20.6250586800244,2022-07-20 20:00:05
0.15,20.6794355274364,2022-07-20 20:00:05
0.1,20.6864821058747,2022-07-20 20:00:05
0.05,20.6674547187468,2022-07-20 20:00:05
0.3,20.3274564670117,2022-07-20 20:00:15
0.25,20.4216549747455,2022-07-20 20:00:15
0.2,20.4511713189814,2022-07-20 20:00:15
0.15,20.5645827464167,2022-07-20 20:00:15
0.1,20.5705644152227,2022-07-20 20:00:15
0.05,20.5694767630581,2022-07-20 20:00:15
0.3,20.1863287090002,2022-07-20 20:00:25
0.25,20.3285362509762,2022-07-20 20:00:25
0.2,20.3430782036112,2022-07-20 20:00:25
0.15,20.4179036952391,2022-07-20 20:00:25
0.1,20.4069350623578,2022-07-20 20:00:25
0.05,20.4598580430649,2022-07-20 20:00:25
0.3,20.1411509892054,2022-07-20 20:00:35
0.25,20.1955764355473,2022-07-20 20:00:35
0.2,20.2254914612694,2022-07-20 20:00:35
0.15,20.3230025917353,2022-07-20 20:00:35
0.1,20.3286567617751,2022-07-20 20:00:35
0.05,20.3326671809153,2022-07-20 20:00:35
0.3,20.026317483573,2022-07-20 20:00:45
0.25,20.0714914323387,2022-07-20 20:00:45
0.2,20.1182269894826,2022-07-20 20:00:45
0.15,20.2197393880863,2022-07-20 20:00:45
0.1,20.1424620221522,2022-07-20 20:00:45
0.05,20.1971216260494,2022-07-20 20:00:45
0.3,19.9060351108092,2022-07-20 20:00:55
0.25,19.9429091511425,2022-07-20 20:00:55
0.2,20.0167697773165,2022-07-20 20:00:55
0.15,20.0941323724121,2022-07-20 20:00:55
0.1,20.0879728910063,2022-07-20 20:00:55
0.05,20.0869677840622,2022-07-20 20:00:55
0.3,19.7786985054752,2022-07-20 20:01:05
0.25,19.8708893477761,2022-07-20 20:01:05
0.2,19.9589923880146,2022-07-20 20:01:05
0.15,20.0174225690266,2022-07-20 20:01:05
0.1,20.0117908371992,2022-07-20 20:01:05
0.05,20.0105252737442,2022-07-20 20:01:05
0.3,19.7012324436332,2022-07-20 20:01:15
0.25,19.7701591434321,2022-07-20 20:01:15
0.2,19.8309561660745,2022-07-20 20:01:15
0.15,19.8804734328584,2022-07-20 20:01:15
0.1,19.9036295218721,2022-07-20 20:01:15
0.05,19.9358720144863,2022-07-20 20:01:15
0.3,19.6295719315028,2022-07-20 20:01:25
0.25,19.6581419293067,2022-07-20 20:01:25
0.2,19.7236897024686,2022-07-20 20:01:25
0.15,19.8206835498839,2022-07-20 20:01:25
0.1,19.8197117896952,2022-07-20 20:01:25
0.05,19.8088588649409,2022-07-20 20:01:25
0.3,19.5284579923115,2022-07-20 20:01:35
0.25,19.5352707095193,2022-07-20 20:01:35
0.2,19.5506155032849,2022-07-20 20:01:35
0.15,19.7004199661099,2022-07-20 20:01:35
0.1,19.6881867748516,2022-07-20 20:01:35
0.05,19.5610966867301,2022-07-20 20:01:35
0.3,19.4184761648963,2022-07-20 20:01:45
0.25,19.4280634385021,2022-07-20 20:01:45
0.2,19.4684299203203,2022-07-20 20:01:45
0.15,19.6000180403916,2022-07-20 20:01:45
0.1,19.579510948718,2022-07-20 20:01:45
0.05,19.6027075168799,2022-07-20 20:01:45
0.3,19.27056809313,2022-07-20 20:01:55
0.25,19.3932292796806,2022-07-20 20:01:55
0.2,19.4358978802849,2022-07-20 20:01:55
0.15,19.4886435923092,2022-07-20 20:01:55
0.1,19.4932991723619,2022-07-20 20:01:55
0.05,19.5083708966745,2022-07-20 20:01:55
0.3,19.1275034026409,2022-07-20 20:02:05
