Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2020-01-01 09:10:00,255.84847,349.56376,8.7637373,75.120247,6.3809887,0,0
2020-01-01 09:20:00,107.9108,285.32051,-5.1912844,23.986244,0,0.036623355,0.036623355
2020-01-01 09:30:00,158.37392,311.93089,0.84916301,67.354257,3.7207417,0.019938393,0
2020-01-01 09:40:00,0,425.66923,22.99384,10.857,2.4053742,0.03295231,0
2020-01-01 09:50:00,0,364.75099,11.777101,19.944019,2.6682634,0,0
2020-01-01 10:00:00,134.36118,364.77425,11.781643,100.90689,3.135585,0,0
2020-01-01 10:10:00,0,348.89556,8.6289189,133.42949,0.61777416,0,0
2020-01-01 10:20:00,0,361.92873,11.224339,21.539708,1.1005635,0.03288554,0
2020-01-01 10:30:00,146.35405,336.75683,6.1453745,51.902303,0,0.0057570112,0
2020-01-01 10:40:00,0,362.14224,11.266269,10.857,0,0,0
2020-01-01 10:50:00,65.978815,276.90414,10.079306,215.1757,2.9183053,0.015858701,0
2020-01-01 11:00:00,0,327.05579,4.1118388,132.29929,3.3313382,0.012603116,0
2020-01-01 11:10:00,33.804857,317.97093,2.1660274,95.69395,2.203113,0.023880796,0
2020-01-01 11:20:00,41.654688,395.49608,17.600309,123.63798,4.684669,0.010147027,0
2020-01-01 11:30:00,255.80866,282.93883,2.6723612,19.908101,7.90434,0,0
2020-01-01 11:40:00,116.39446,345.22554,21.892731,114.04346,0.65001117,0,0
2020-01-01 11:50:00,174.15632,233.82562,8.9365049,83.32287,0,0,0
2020-01-01 12:00:00,18.821629,395.76567,17.649843,27.995406,4.9229606,0,0
2020-01-01 12:10:00,189.94129,270.28573,9.4571458,10.857,0.027184787,0,0
2020-01-01 12:20:00,275.60509,168.25679,3.0684085,10.857,0.087683719,0,0
2020-01-01 12:30:00,123.43437,274.41441,-3.9160471,118.1339,4.979579,0.012763253,0.012763253
2020-01-01 12:40:00,0,447.23599,26.675678,58.589131,1.238833,0,0
2020-01-01 12:50:00,163.44252,259.22356,0.062348327,58.962114,0,0.059362229,0
2020-01-01 13:00:00,0,385.2236,15.693674,15.115787,2.5693792,0,0
2020-01-01 13:10:00,0,287.75999,-4.620354,100.43315,1.6552931,0,0
2020-01-01 13:20:00,0,319.91452,2.5857813,73.407277,2.068253,0,0
2020-01-01 13:30:00,0,355.41988,9.9370928,98.090518,3.1516886,0.034525214,0
2020-01-01 13:40:00,194.60374,316.28648,14.901868,78.131787,0.99364437,0.025237657,0
2020-01-01 13:50:00,0,334.78911,5.7364852,36.735819,3.8913513,0.029172156,0
2020-01-01 14:00:00,0,348.5854,8.5662751,116.24379,1.4223567,0.040477316,0
2020-01-01 14:10:00,4.3307571,356.21224,10.094737,56.579042,2.9989623,0,0
2020-01-01 14:20:00,0,303.53602,-1.013247,91.686282,5.1830325,0.0056916688,0.0056916688
2020-01-01 14:30:00,0,397.81676,18.025887,121.15237,3.2941453,0,0
2020-01-01 14:40:00,123.71649,319.31668,6.6175599,38.026278,1.1213343,0.022848035,0
2020-01-01 14:50:00,0,381.80452,15.050615,137.73146,5.3313915,0.0030915927,0
2020-01-01 15:00:00,208.79511,347.18544,8.2829957,159.36454,4.8880333,0.0057728287,0
2020-01-01 15:10:00,0,396.20947,17.731333,79.23619,3.6173507,0.026875592,0
2020-01-01 15:20:00,0,334.46325,5.668599,73.728083,2.7333243,0,0
2020-01-01 15:30:00,96.583038,303.87059,5.240865,143.81441,0.2592633,0,0
2020-01-01 15:40:00,0,400.25617,18.471236,112.08521,5.936162,0.018523873,0
2020-01-01 15:50:00,447.10406,336.08084,6.0051058,100.28632,0.33818797,0.011941557,0
2020-01-01 16:00:00,36.565589,323.82237,3.4240003,38.392028,8.2961538,0.013981245,0
2020-01-01 16:10:00,276.65201,400.08231,18.439563,126.00832,6.427065,0,0
2020-01-01 16:20:00,233.26599,420.76164,22.136555,80.250731,1.3789247,0,0
2020-01-01 16:30:00,513.97297,301.42486,-1.4876792,10.857,0,0.039117375,0.039117375
2020-01-01 16:40:00,302.44929,319.54661,2.5064711,148.58444,0.023742489,0.047738722,0
2020-01-01 16:50:00,405.10953,413.75804,20.900045,77.427243,2.7851442,0,0
2020-01-01 17:00:00,186.14794,373.01569,13.377568,58.566885,1.3475463,0,0
2020-01-01 17:10:00,213.35908,448.45644,26.880016,10.857,1.0596396,0.042860361,0
2020-01-01 17:20:00,30.746172,301.34206,-1.5063383,146.38536,0,0,0
2020-01-01 17:30:00,152.12665,355.24897,9.9030535,133.87294,1.9232532,0,0
2020-01-01 17:40:00,0,424.91723,22.862959,57.427385,0,0,0
2020-01-01 17:50:00,195.58195,415.65328,21.236197,60.494496,0,0.026217408,0
2020-01-01 18:00:00,158.711,361.89544,11.217798,122.66282,0.96633415,0.013817887,0
2020-01-01 18:10:00,0,499.67205,35.102,112.09419,4.6753314,0,0
2020-01-01 18:20:00,250.46514,393.88481,17.303722,191.77692,0.40930805,0.028925773,0
2020-01-01 18:30:00,0,370.57021,12.906792,57.486893,3.7874024,0.015448363,0
2020-01-01 18:40:00,426.17131,413.96558,20.936911,140.99312,0,0.016050106,0
2020-01-01 18:50:00,183.57035,306.18176,-0.42216309,20.631204,1.8931803,0.048203265,0.048203265
2020-01-01 19:00:00,0,379.05629,14.530593,17.294445,3.5345913,0,0
2020-01-01 19:10:00,67.159238,405.60654,19.440941,10.857,2.9115244,0.00064377476,0
2020-01-01 19:20:00,9.01151,357.52874,10.356081,90.402557,2.3534799,0.012239471,0
2020-01-01 19:30:00,0,323.70422,3.3987677,55.614603,0.2227223,0.044689834,0
2020-01-01 19:40:00,0,322.35091,3.109273,111.47985,0,0,0
2020-01-01 19:50:00,558.21403,335.92479,5.972696,29.731494,0,0.00045282635,0
2020-01-01 20:00:00,0,290.66427,-3.9453532,96.926657,2.3876528,0.043394015,0.043394015
2020-01-01 20:10:00,0,398.30925,18.115963,99.814114,0,0,0
2020-01-01 20:20:00,0,348.41626,8.5320942,99.266811,0.65136354,0.025043635,0
2020-01-01 20:30:00,207.67288,419.11618,21.847438,131.4839,1.3207104,0,0
2020-01-01 20:40:00,146.63263,326.12199,3.9137199,92.398441,7.3156194,0.013513596,0
2020-01-01 20:50:00,460.73561,355.18907,9.8911213,75.846605,0.19062345,0.011293477,0
2020-01-01 21:00:00,247.4114,344.31656,7.699798,91.274861,2.7237746,0.029235699,0
2020-01-01 21:10:00,129.28,256.92705,-12.122,44.914194,2.2743587,0.0092801629,0.0092801629
2020-01-01 21:20:00,26.318618,380.40835,14.786783,50.350117,0,0.03266661,0
2020-01-01 21:30:00,0,411.02267,20.412841,193.46998,1.8482286,0,0
2020-01-01 21:40:00,0,414.39358,21.012896,100.77665,6.1756736,0,0
2020-01-01 21:50:00,28.404599,349.69057,8.7893016,84.06908,3.3407426,0.0016576376,0
2020-01-01 22:00:00,363.9157,288.53157,-4.4405291,112.83916,2.1695085,0,0
2020-01-01 22:10:00,207.87112,376.54031,14.052032,128.30155,0.84566167,0,0
2020-01-01 22:20:00,313.1078,344.61004,7.759625,82.111875,0,0.043965744,0
2020-01-01 22:30:00,80.796315,421.73854,22.307801,99.755498,5.2815173,0.026080075,0
2020-01-01 22:40:00,0,368.92609,12.588973,111.51447,0,0.030114125,0
2020-01-01 22:50:00,352.85928,374.17799,13.60051,15.892373,4.1641855,0.00046357794,0
2020-01-01 23:00:00,21.154086,391.86839,16.931277,35.963649,7.5018698,0,0
2020-01-01 23:10:00,40.344313,354.46206,9.7461756,62.512357,0,0.00083829944,0
2020-01-01 23:20:00,462.48004,370.89171,12.968816,97.61927,4.055238,0.010243237,0
2020-01-01 23:30:00,0,330.1847,4.7726074,66.807719,1.3032812,0,0
2020-01-01 23:40:00,113.93858,308.1174,0.0078554785,38.301147,0,0,0
2020-01-01 23:50:00,91.95819,418.38838,21.719288,10.857,0,0,0
2020-01-02 00:00:00,213.24235,291.79839,-3.6831394,82.244737,0,0,0
2020-01-02 00:10:00,0,320.69216,2.7531916,103.16475,0.53617577,0.017185973,0
2020-01-02 00:20:00,218.2864,326.31948,3.9556559,104.56789,0,0,0
2020-01-02 00:30:00,376.43168,412.3316,20.64628,76.076091,4.0156491,0.013503011,0
2020-01-02 00:40:00,160.84424,294.21883,-3.1260684,188.27302,8.0471483,0.019503005,0.019503005
2020-01-02 00:50:00,0,380.13065,14.73422,159.64234,0,0.0026990789,0
2020-01-02 01:00:00,0,350.20493,8.8929204,91.572293,4.3006193,0,0
2020-01-02 01:10:00,0,338.78392,6.5647289,188.75305,4.2472446,0.011149583,0
2020-01-02 01:20:00,412.44082,338.45903,6.4976451,53.596211,3.0001631,0,0
2020-01-02 01:30:00,0,346.33808,8.1111195,10.857,0,0.0077917077,0
2020-01-02 01:40:00,225.58939,363.41532,11.5159,26.203903,1.7107865,0,0
2020-01-02 01:50:00,301.22895,376.5033,14.044974,72.751411,1.2513303,0,0
2020-01-02 02:00:00,0,321.66585,2.9623786,138.14008,3.6590093,0,0
2020-01-02 02:10:00,531.57922,371.35479,13.058085,85.976091,0.98856651,0.011825529,0
2020-01-02 02:20:00,150.01656,349.97119,8.845847,62.959962,4.8408424,0.035382938,0
2020-01-02 02:30:00,15.239128,380.63884,14.83039,87.960595,0.98245128,0,0
2020-01-02 02:40:00,44.455063,340.87822,6.996016,103.72664,5.057058,0.0044019621,0
2020-01-02 02:50:00,57.189945,370.31067,12.856691,118.50698,0,0.0067136545,0
2020-01-02 03:00:00,24.732096,332.6371,5.2872332,90.887525,0,4.3718902e-05,0
2020-01-02 03:10:00,137.57971,386.86187,16.000283,58.743929,11.304256,0,0
2020-01-02 03:20:00,0,314.69106,1.4532927,64.918405,0.86176048,0.023033302,0
2020-01-02 03:30:00,439.82966,387.36593,16.094424,50.318978,2.9031719,0,0
2020-01-02 03:40:00,94.183395,331.57384,5.0644622,66.054713,3.8690644,0,0
2020-01-02 03:50:00,176.91523,284.08858,-5.4809956,113.08058,0.67070987,0.0070089579,0.0070089579
2020-01-02 04:00:00,0,313.01674,1.0873033,10.857,3.5273254,0.021891529,0
2020-01-02 04:10:00,335.93093,431.98857,24.086886,91.042897,3.1051104,0,0
2020-01-02 04:20:00,95.41462,372.01461,13.185131,28.099534,1.4369334,0.032223943,0
2020-01-02 04:30:00,150.65912,368.38635,12.484407,32.137873,2.2381948,0.0022735045,0
2020-01-02 04:40:00,120.65394,408.65995,19.990051,58.238976,1.954543,0.0004844598,0
2020-01-02 04:50:00,395.02835,306.56887,-0.33600149,37.41787,8.1280612,0.046267931,0.046267931
2020-01-02 05:00:00,180.19182,356.04205,10.060899,10.857,0,0,0
2020-01-02 05:10:00,101.89441,301.1733,-1.5443782,121.29427,0,0,0
2020-01-02 05:20:00,0,362.81407,11.398086,94.80377,2.1596751,0.038998318,0
2020-01-02 05:30:00,0,335.60957,5.9071945,43.374869,2.938152,0,0
2020-01-02 05:40:00,0,324.80035,3.6325857,76.366475,3.2979764,0.023049868,0
2020-01-02 05:50:00,267.76372,351.995,9.2526474,106.26108,0.74326496,0,0
2020-01-02 06:00:00,25.424077,355.13485,9.8803193,96.588579,0,0.034624338,0
2020-01-02 06:10:00,187.0406,311.94482,0.85222105,143.50002,5.6579143,0.0091399153,0
2020-01-02 06:20:00,138.30856,407.73593,19.824206,10.857,1.0536223,0,0
2020-01-02 06:30:00,0,345.6125,7.9636929,10.857,0,0.04494455,0
2020-01-02 06:40:00,373.0599,370.12882,12.821573,53.143274,1.3772711,0,0
2020-01-02 06:50:00,0,435.07492,24.616372,219.42915,1.4889036,0,0
2020-01-02 07:00:00,6.7562855,396.62499,17.807567,41.633394,5.2203767,0.0023596961,0
2020-01-02 07:10:00,478.59777,375.37066,13.828737,10.857,2.2937039,0.041518993,0
2020-01-02 07:20:00,0,379.44956,14.605181,36.123841,4.2044558,0.054074791,0
2020-01-02 07:30:00,0,429.37532,23.63634,10.857,0.62642825,0,0
2020-01-02 07:40:00,0,325.58458,3.7995056,55.18987,2.6639919,0,0
2020-01-02 07:50:00,86.603105,359.00397,10.648079,50.638165,1.1248904,0.017066808,0
2020-01-02 08:00:00,481.10957,284.28377,-5.4350312,73.712201,2.3218128,0,0
2020-01-02 08:10:00,147.22572,322.53772,3.1492892,128.75825,0,0,0
2020-01-02 08:20:00,283.54491,401.77869,18.748164,98.492982,0,0.0060895594,0
2020-01-02 08:30:00,135.25982,297.30031,-2.4218099,77.814722,7.753404,0,0
2020-01-02 08:40:00,417.90416,380.39857,14.784933,30.866761,3.7666896,0.03893932,0
2020-01-02 08:50:00,136.88229,372.08231,13.198159,10.857,0,0,0
2020-01-02 09:00:00,177.42276,402.95167,18.960979,127.44434,0.30705279,0,0
2020-01-02 09:10:00,0,285.34548,-5.1854227,96.945289,0,0.0057086728,0.0057086728
2020-01-02 09:20:00,55.31381,364.04773,11.639662,120.84842,8.3289192,0,0
2020-01-02 09:30:00,79.224824,381.87352,15.063636,85.55058,5.7984489,0,0
2020-01-02 09:40:00,0,300.33307,-1.7340122,147.85521,1.2948665,0,0
2020-01-02 09:50:00,0,440.76694,25.58554,112.80667,3.6024975,0,0
2020-01-02 10:00:00,280.43315,335.51397,15.541154,41.703306,0.86894779,0.028036003,0
2020-01-02 10:10:00,290.75029,191.32325,-12.122,75.941074,0.69221702,0.0016181862,0.0016181862
2020-01-02 10:20:00,88.066169,249.55597,12.452447,53.167005,0,0,0
2020-01-02 10:30:00,236.71321,282.81466,15.604235,30.079236,0.35429555,0,0
2020-01-02 10:40:00,469.26876,229.66455,-4.8106566,43.28412,6.7647765,0.016251877,0.016251877
2020-01-02 10:50:00,301.0761,372.91216,21.322522,10.857,1.8975591,0,0
2020-01-02 11:00:00,78.607291,323.48413,3.3517491,58.795083,2.3922165,0.001174709,0
2020-01-02 11:10:00,213.33545,173.13164,2.8022255,38.427376,2.7474717,0.017851575,0
2020-01-02 11:20:00,0,368.77829,12.560351,119.67205,5.570246,0,0
2020-01-02 11:30:00,392.38997,342.72593,18.553504,87.314149,0.5785484,0.0091033174,0
2020-01-02 11:40:00,129.1013,329.96803,24.681438,136.01631,0,0,0
2020-01-02 11:50:00,223.92556,335.00697,16.361268,161.90884,6.835545,0,0
2020-01-02 12:00:00,0,315.12327,1.5475313,48.842585,0.79237323,0.010098908,0
2020-01-02 12:10:00,0,421.41956,22.251919,59.222774,0,0.012779776,0
2020-01-02 12:20:00,537.85324,361.23841,11.088641,10.857,0,0,0
2020-01-02 12:30:00,681.76893,298.88228,-2.0623835,168.95423,0,0.0052235488,0.0052235488
2020-01-02 12:40:00,0,414.5423,21.039286,104.48983,0.41322904,0.0083504738,0
2020-01-02 12:50:00,220.19252,201.01824,-4.1263276,68.517034,3.8160116,0,0
2020-01-02 13:00:00,455.76635,335.32033,20.629067,94.40904,5.2201707,0,0
2020-01-02 13:10:00,163.16327,340.79714,14.370893,70.766379,4.0718072,0,0
2020-01-02 13:20:00,163.136,337.70792,14.975773,150.9971,1.0136356,0,0
2020-01-02 13:30:00,35.968453,335.52563,5.8897438,89.90988,2.2223705,0.001796201,0
2020-01-02 13:40:00,291.93819,182.81759,-1.6639147,31.96671,0.040329051,0.011349944,0.011349944
2020-01-02 13:50:00,373.75804,255.45694,13.11513,45.874154,0.0042968701,0.042129134,0
2020-01-02 14:00:00,177.39035,264.50888,7.7055479,233.25962,4.5772808,0.00033216018,0
2020-01-02 14:10:00,0,384.76587,15.607832,30.655194,0,0.017947491,0
2020-01-02 14:20:00,355.24332,326.61778,4.0189611,50.290901,7.6337333,0,0
2020-01-02 14:30:00,82.135523,344.41267,7.7193943,126.54589,1.7939549,0,0
2020-01-02 14:40:00,282.98406,188.87685,11.164729,64.156369,2.6642589,0.019680715,0
2020-01-02 14:50:00,58.693282,293.03728,-3.3975754,35.589128,0,0,0
2020-01-02 15:00:00,0,338.7263,6.5528348,47.985916,0.41204371,0,0
2020-01-02 15:10:00,144.08919,280.12833,14.412708,114.19017,0,0.032349637,0
2020-01-02 15:20:00,296.94307,200.92123,7.5344981,13.846286,1.5295856,0.015981099,0
2020-01-02 15:30:00,202.94392,189.74776,6.7274195,71.917313,3.2479005,0.016073537,0
2020-01-02 15:40:00,0,384.30954,15.522178,110.46294,2.9776154,0,0
2020-01-02 15:50:00,39.403534,398.71043,18.189276,90.437017,0,0,0
2020-01-02 16:00:00,371.69706,348.5266,20.064241,131.18566,0,0.010782591,0
2020-01-02 16:10:00,73.075136,266.92883,13.001408,106.27384,0.61813025,0,0
2020-01-02 16:20:00,39.05478,397.33515,23.618539,149.75728,6.3227228,0.0081030373,0
2020-01-02 16:30:00,0,391.6301,16.887167,67.544757,0,0,0
2020-01-02 16:40:00,87.533676,264.38236,21.920804,36.707115,1.5406445,0,0
2020-01-02 16:50:00,407.76834,238.1588,11.69184,139.36145,7.4826236,0.015052365,0
2020-01-02 17:00:00,197.15489,255.92489,16.702221,99.606306,1.7635364,0.0017197789,0
2020-01-02 17:10:00,576.45443,240.13796,10.921647,189.5159,0,0.016949033,0
2020-01-02 17:20:00,2.5764352,203.55877,3.685886,67.667007,0.15402649,0.0046919784,0
2020-01-02 17:30:00,43.910459,214.55248,10.770657,10.857,3.4376794,0,0
2020-01-02 17:40:00,357.97289,192.88355,-1.0117033,108.48133,0.97953365,0.061307968,0.061307968
2020-01-02 17:50:00,136.23563,252.38755,13.785401,143.77682,0.44776366,0,0
2020-01-02 18:00:00,50.663483,230.48869,11.157503,42.508571,1.0699892,0.017134604,0
2020-01-02 18:10:00,267.67711,235.90775,9.6970375,123.71289,2.3101456,0.0055719628,0
2020-01-02 18:20:00,103.62038,246.6894,12.164358,122.48457,6.6151897,0.026666325,0
2020-01-02 18:30:00,58.648864,167.08154,-11.126883,159.06071,1.7989635,0,0
2020-01-02 18:40:00,345.95926,238.35524,9.7401961,117.57072,5.1372432,0.015065903,0
2020-01-02 18:50:00,0,239.4944,9.3669364,140.04008,3.8524623,0.032479746,0
2020-01-02 19:00:00,300.51029,210.49898,2.4171281,93.197799,1.7273805,0.025799787,0
2020-01-02 19:10:00,15.042834,165.04364,-11.428744,76.778586,0,0.0039924385,0.0039924385
2020-01-02 19:20:00,0,235.96817,8.3308925,109.77233,0.5641218,0,0
2020-01-02 19:30:00,135.47082,289.53381,21.481318,78.388136,0.65332475,0,0
2020-01-02 19:40:00,506.65513,223.55319,3.9231115,149.64605,2.1864131,0.028440296,0
2020-01-02 19:50:00,0,210.69286,3.7198004,25.501414,5.7635798,0,0
2020-01-02 20:00:00,88.634838,230.67925,5.5302863,134.1265,8.5980354,0.021104254,0
2020-01-02 20:10:00,82.42814,211.16224,0.15166669,126.69274,6.4698023,0,0
2020-01-02 20:20:00,197.16951,263.37591,15.674225,40.768987,1.6716807,0.0010960397,0
2020-01-02 20:30:00,0,259.8551,13.281108,74.324178,0,0.0026205451,0
2020-01-02 20:40:00,88.731307,210.6601,0.38981669,68.378598,0.94191622,0,0
2020-01-02 20:50:00,214.55216,251.15982,8.8267088,176.24082,2.3064646,0.022681119,0
2020-01-02 21:00:00,0,238.31503,7.0040249,78.944903,4.4641244,0.028115117,0
2020-01-02 21:10:00,283.44985,251.57323,9.01102,132.86905,4.7996039,0,0
2020-01-02 21:20:00,49.918913,308.81891,21.654313,130.43299,4.005351,0.0015823024,0
2020-01-02 21:30:00,1.6577443,206.36494,-1.8265207,51.852957,0,0.052398011,0.052398011
2020-01-02 21:40:00,188.65922,251.77777,9.6396021,64.895055,4.4773422,0.014817548,0
2020-01-02 21:50:00,155.51635,247.02505,7.1382477,113.13071,0.77697455,0,0
2020-01-02 22:00:00,0,246.33612,5.9164389,171.26703,2.5508209,0,0
2020-01-02 22:10:00,198.55706,216.54135,-1.8705063,147.35427,2.2646248,0.0027184049,0.0027184049
2020-01-02 22:20:00,177.13883,278.36669,13.996723,100.66648,3.2741198,0.024767426,0
2020-01-02 22:30:00,0,264.14008,13.466462,16.699887,2.1222392,0.039642731,0
2020-01-02 22:40:00,0,280.05365,13.167039,143.43635,0,0.011233143,0
2020-01-02 22:50:00,0,268.98611,12.824622,34.181464,4.1543321,0,0
2020-01-02 23:00:00,102.40602,251.87566,7.5331416,56.057353,3.1538188,0.019885906,0
2020-01-02 23:10:00,0,292.7536,18.238566,24.343042,1.2934204,0,0
2020-01-02 23:20:00,0,249.55663,6.9636668,36.824519,2.3890742,0.02152431,0
2020-01-02 23:30:00,0,238.26629,4.8870702,15.63689,2.4344485,0,0
2020-01-02 23:40:00,403.54832,215.86804,-4.0444733,97.33009,2.6827597,0.027190278,0.027190278
2020-01-02 23:50:00,0,265.10877,8.8518781,71.869789,6.7360537,0.023366747,0
2020-01-03 00:00:00,120.31422,231.24647,-1.0352419,146.79648,1.4264567,0,0
2020-01-03 00:10:00,118.04691,278.89214,11.612345,66.062927,2.5315874,0.0030541782,0
2020-01-03 00:20:00,279.3192,325.244,21.844189,50.031145,5.3872774,0.013519303,0
2020-01-03 00:30:00,150.20151,280.0567,11.990762,39.242238,5.0612533,0,0
2020-01-03 00:40:00,0,247.37177,3.0237001,65.681522,5.3212727,0.040761028,0
2020-01-03 00:50:00,70.4027,324.27748,19.104965,142.4132,0.40325295,0,0
2020-01-03 01:00:00,0,297.7686,13.794284,96.001778,7.7684468,0,0
2020-01-03 01:10:00,0,292.52845,12.018668,120.13774,2.2422139,0.01837526,0
2020-01-03 01:20:00,108.78143,277.60586,8.4297335,111.52894,7.3812504,0.029626198,0
2020-01-03 01:30:00,0,306.25824,14.53197,111.19684,0,0,0
2020-01-03 01:40:00,171.70756,276.30122,8.3295747,57.078457,2.1117011,0.049917151,0
2020-01-03 01:50:00,209.27099,277.07898,7.9102252,72.094707,5.6200297,0,0
2020-01-03 02:00:00,325.87655,281.80416,8.3000383,100.18598,0.0099378438,0,0
2020-01-03 02:10:00,162.52349,229.38668,-5.7155826,181.86636,0,0.019546541,0.019546541
2020-01-03 02:20:00,39.596852,283.17121,7.9006242,107.93643,0,0.032221089,0
2020-01-03 02:30:00,131.8138,276.68624,6.5465677,69.835663,0,0,0
2020-01-03 02:40:00,214.12452,301.18154,11.555579,87.224409,0.80380287,0,0
2020-01-03 02:50:00,0,294.01238,11.636689,10.857,2.9972415,0,0
2020-01-03 03:00:00,464.64585,310.21204,12.942731,82.178501,0,0.0082538503,0
2020-01-03 03:10:00,130.33664,377.61135,26.36138,63.912664,2.6569552,0.006434892,0
2020-01-03 03:20:00,0,291.19034,8.437878,56.168492,5.5822337,0,0
2020-01-03 03:30:00,197.96274,243.36887,-3.9353004,89.717757,7.8686248,0.030380694,0.030380694
2020-01-03 03:40:00,165.19344,300.73427,9.2901767,110.65249,5.7663698,0,0
2020-01-03 03:50:00,2.3459902,268.78218,2.4340964,38.083895,4.2122236,0.024335462,0
2020-01-03 04:00:00,87.804404,365.96906,23.160573,32.042841,0,0,0
2020-01-03 04:10:00,0,239.65669,-6.2505605,87.262302,0.33462771,0.00035961178,0.00035961178
